Year,Month,Day,Period,Value
2023,10,3,10,10443.99055
2023,10,3,11,10669.22985
2023,10,3,12,11229.36441
2023,10,3,13,11294.56526
2023,10,3,14,11170.83183
2023,10,3,15,11142.67692
2023,10,3,16,11011.5343
2023,10,3,17,11018.20257
2023,10,3,18,10895.21006
2023,10,3,19,11145.64059
2023,10,3,20,11422.7442
2023,10,3,21,12181.44499
2023,10,3,22,12997.19652
2023,10,3,23,13443.2296
2023,10,3,24,13175.75794
2023,10,4,1,12557.09079
2023,10,4,2,11597.60103
2023,10,4,3,10966.33826
2023,10,4,4,10271.35648
2023,10,4,5,9951.279587
2023,10,4,6,9831.99167
2023,10,4,7,9754.936121
2023,10,4,8,10012.03492
2023,10,4,9,10627.7384
2023,10,4,10,11751.71212
2023,10,4,11,12542.27242
2023,10,4,12,13100.18423
2023,10,4,13,13040.16981
2023,10,4,14,12823.82154
2023,10,4,15,12346.66987
2023,10,4,16,12225.90012
2023,10,4,17,12235.53206
2023,10,4,18,12234.79114
2023,10,4,19,12621.55072
2023,10,4,20,12774.17998
2023,10,4,21,13143.15752
2023,10,4,22,13768.49293
2023,10,4,23,14030.77816
2023,10,4,24,13921.86311
2023,10,5,1,13115.0026
2023,10,5,2,12145.88089
2023,10,5,3,11366.43438
2023,10,5,4,10618.10645
2023,10,5,5,10389.16256
2023,10,5,6,10162.44143
2023,10,5,7,10155.77316
2023,10,5,8,10291.36129
2023,10,5,9,10867.79607
2023,10,5,10,12150.3264
2023,10,5,11,12691.938
2023,10,5,12,13020.165
2023,10,5,13,12812.70776
2023,10,5,14,12374.08386
2023,10,5,15,12098.46209
2023,10,5,16,12079.93912
2023,10,5,17,12087.34831
2023,10,5,18,12115.50322
2023,10,5,19,12286.65545
2023,10,5,20,12340.0016
2023,10,5,21,12979.41447
2023,10,5,22,13709.96035
2023,10,5,23,13989.28672
2023,10,5,24,13833.69378
2023,10,6,1,13106.8525
2023,10,6,2,12159.95835
2023,10,6,3,11295.30618
2023,10,6,4,10558.09203
2023,10,6,5,10319.5162
2023,10,6,6,10092.79507
2023,10,6,7,10123.91365
2023,10,6,8,10243.94249
2023,10,6,9,10793.70419
2023,10,6,10,12088.83015
2023,10,6,11,12614.88245
2023,10,6,12,12773.43906
2023,10,6,13,12514.85842
2023,10,6,14,12331.11058
2023,10,6,15,11907.30506
2023,10,6,16,11991.02888
2023,10,6,17,11879.15015
2023,10,6,18,11887.30025
2023,10,6,19,12143.65814
2023,10,6,20,12327.40598
2023,10,6,21,12937.92302
2023,10,6,22,14032.26
2023,10,6,23,14183.40743
2023,10,6,24,13951.49986
2023,10,7,1,13270.59554
2023,10,7,2,12304.4375
2023,10,7,3,11499.05883
2023,10,7,4,10840.38207
2023,10,7,5,10428.43125
2023,10,7,6,10244.68341
2023,10,7,7,10230.60595
2023,10,7,8,10515.85967
2023,10,7,9,11010.79338
2023,10,7,10,12101.42577
2023,10,7,11,12831.23073
2023,10,7,12,13287.63667
2023,10,7,13,12955.70507
2023,10,7,14,12840.12175
2023,10,7,15,12404.46153
2023,10,7,16,12212.56358
2023,10,7,17,12218.49093
2023,10,7,18,12349.63355
2023,10,7,19,12531.89956
2023,10,7,20,12799.37122
2023,10,7,21,13301.71413
2023,10,7,22,14198.96672
2023,10,7,23,14438.28347
2023,10,7,24,14276.02227
2023,10,8,1,13484.72105
2023,10,8,2,12474.84881
2023,10,8,3,11551.66406
2023,10,8,4,11024.87084
2023,10,8,5,10715.90773
2023,10,8,6,10475.85005
2023,10,8,7,10460.29076
2023,10,8,8,10664.04341
2023,10,8,9,11224.9189
2023,10,8,10,12328.1469
2023,10,8,11,12996.4556
2023,10,8,12,13781.08855
2023,10,8,13,13492.13024
2023,10,8,14,13215.76755
2023,10,8,15,12710.46097
2023,10,8,16,12616.36429
2023,10,8,17,12743.80231
2023,10,8,18,12798.6303
2023,10,8,19,12906.06352
2023,10,8,20,13199.46734
2023,10,8,21,13519.54423
2023,10,8,22,14353.81874
2023,10,8,23,14555.34863
2023,10,8,24,14334.55485
2023,10,9,1,13581.78141
2023,10,9,2,12657.11482
2023,10,9,3,11780.60795
2023,10,9,4,11281.96964
2023,10,9,5,10858.90504
2023,10,9,6,10622.55196
2023,10,9,7,10581.80143
2023,10,9,8,10626.25656
2023,10,9,9,10863.35055
2023,10,9,10,11415.33502
2023,10,9,11,11877.66831
2023,10,9,12,12623.03256
2023,10,9,13,12770.47539
2023,10,9,14,12456.32584
2023,10,9,15,12299.25107
2023,10,9,16,12222.19552
2023,10,9,17,12199.96796
2023,10,9,18,12265.16881
2023,10,9,19,12439.28471
2023,10,9,20,12732.68853
2023,10,9,21,13246.14522
2023,10,9,22,14141.91598
2023,10,9,23,14211.56234
2023,10,9,24,13851.47583
2023,10,10,1,13197.9855
2023,10,10,2,12447.43482
2023,10,10,3,11756.15764
2023,10,10,4,11045.61656
2023,10,10,5,10655.15239
2023,10,10,6,10426.2085
2023,10,10,7,10340.26192
2023,10,10,8,10469.18179
2023,10,10,9,10722.57599
2023,10,10,10,10990.04766
2023,10,10,11,11248.6283
2023,10,10,12,12073.27086
2023,10,10,13,12171.81305
2023,10,10,14,12044.37503
2023,10,10,15,11899.15495
2023,10,10,16,11757.63947
2023,10,10,17,11632.42421
2023,10,10,18,11713.18435
2023,10,10,19,11595.37827
2023,10,10,20,12158.47651
2023,10,10,21,12877.90861
2023,10,10,22,13884.07625
2023,10,10,23,14049.30113
2023,10,10,24,13883.33534
2023,10,11,1,13150.5667
2023,10,11,2,12445.95298
2023,10,11,3,11473.8676
2023,10,11,4,10869.2779
2023,10,11,5,10490.66843
2023,10,11,6,10289.87945
2023,10,11,7,10228.3832
2023,10,11,8,10447.69514
2023,10,11,9,11143.41784
2023,10,11,10,12392.60683
2023,10,11,11,13266.89094
2023,10,11,12,13938.16332
2023,10,11,13,13529.17618
2023,10,11,14,13370.61957
2023,10,11,15,13073.51115
2023,10,11,16,12806.03949
2023,10,11,17,12723.05659
2023,10,11,18,12828.26705
2023,10,11,19,12988.3055
2023,10,11,20,12986.08274
2023,10,11,21,13592.15427
2023,10,11,22,14563.49874
2023,10,11,23,14651.66807
2023,10,11,24,14433.83796
2023,10,12,1,13632.9048
2023,10,12,2,12597.84132
2023,10,12,3,11863.59085
2023,10,12,4,11261.96484
2023,10,12,5,10888.54179
2023,10,12,6,10647.7432
2023,10,12,7,10492.89119
2023,10,12,8,10683.3073
2023,10,12,9,11285.67424
2023,10,12,10,12406.68429
2023,10,12,11,13123.15271
2023,10,12,12,13914.45392
2023,10,12,13,13976.6911
2023,10,12,14,13697.36473
2023,10,12,15,13423.2248
2023,10,12,16,13246.14522
2023,10,12,17,13260.96359
2023,10,12,18,13283.19116
2023,10,12,19,13340.2419
2023,10,12,20,13478.7937
2023,10,12,21,13729.22424
2023,10,12,22,14464.21563
2023,10,12,23,14527.19372
2023,10,12,24,14221.19428
2023,10,13,1,13644.01858
2023,10,13,2,12744.54323
2023,10,13,3,11748.00753
2023,10,13,4,10989.30674
2023,10,13,5,10715.90773
2023,10,13,6,10506.22772
2023,10,13,7,10483.25924
2023,10,13,8,10659.5979
2023,10,13,9,11253.07381
2023,10,13,10,12431.87553
2023,10,13,11,13244.66338
2023,10,13,12,14122.65209
2023,10,13,13,14301.2135
2023,10,13,14,14190.81661
2023,10,13,15,13878.1489
2023,10,13,16,13678.10085
2023,10,13,17,13653.65053
2023,10,13,18,13704.77392
2023,10,13,19,13512.13505
2023,10,13,20,13605.49081
2023,10,13,21,14098.94269
2023,10,13,22,14468.66114
2023,10,13,23,14542.01209
2023,10,13,24,14321.21831
2023,10,14,1,13574.37222
2023,10,14,2,12546.71793
2023,10,14,3,11823.58124
2023,10,14,4,11237.51452
2023,10,14,5,10799.63154
2023,10,14,6,10660.33882
2023,10,14,7,10521.0461
2023,10,14,8,10487.70475
2023,10,14,9,10883.35536
2023,10,14,10,11299.75169
2023,10,14,11,11627.97869
2023,10,14,12,12442.24839
2023,10,14,13,12660.0785
2023,10,14,14,12686.75157
2023,10,14,15,12313.32853
2023,10,14,16,12217.00909
2023,10,14,17,12254.79595
2023,10,14,18,12201.4498
2023,10,14,19,12251.83227
2023,10,14,20,12609.69602
2023,10,14,21,13036.46522
2023,10,14,22,13825.54367
2023,10,14,23,13695.14198
2023,10,14,24,13336.53731
2023,10,15,1,12854.94013
2023,10,15,2,12380.01121
2023,10,15,3,11792.46265
2023,10,15,4,11130.82222
2023,10,15,5,10787.77684
2023,10,15,6,10649.96596
2023,10,15,7,10772.95847
2023,10,15,8,10580.3196
2023,10,15,9,10964.1155
2023,10,15,10,11424.96696
2023,10,15,11,12021.40654
2023,10,15,12,12681.56514
2023,10,15,13,12823.82154
2023,10,15,14,12581.54111
2023,10,15,15,12221.4546
2023,10,15,16,12060.67524
2023,10,15,17,12177.7404
2023,10,15,18,12262.94605
2023,10,15,19,12326.66506
2023,10,15,20,12558.57263
2023,10,15,21,13147.60303
2023,10,15,22,14336.7776
2023,10,15,23,14073.01053
2023,10,15,24,13709.96035
2023,10,16,1,13438.78409
2023,10,16,2,12448.91666
2023,10,16,3,11705.77516
2023,10,16,4,11041.17105
2023,10,16,5,10769.25387
2023,10,16,6,10575.87408
2023,10,16,7,10544.01458
2023,10,16,8,10585.50603
2023,10,16,9,10778.88582
2023,10,16,10,11191.57756
2023,10,16,11,11585.74633
2023,10,16,12,12465.95779
2023,10,16,13,12914.21362
2023,10,16,14,13045.35624
2023,10,16,15,12812.70776
2023,10,16,16,12672.67412
2023,10,16,17,12624.5144
2023,10,16,18,12657.11482
2023,10,16,19,12718.61108
2023,10,16,20,12773.43906
2023,10,16,21,13343.20557
2023,10,16,22,14006.32785
2023,10,16,23,13928.53138
2023,10,16,24,13644.7595
2023,10,17,1,12988.3055
2023,10,17,2,12163.66294
2023,10,17,3,11739.1165
2023,10,17,4,11015.97981
2023,10,17,5,10684.04822
2023,10,17,6,10384.71705
2023,10,17,7,10317.29344
2023,10,17,8,10398.79451
2023,10,17,9,10666.26617
2023,10,17,10,10866.31423
2023,10,17,11,11075.25331
2023,10,17,12,11932.4963
2023,10,17,13,12268.13248
2023,10,17,14,12394.82959
2023,10,17,15,12045.85686
2023,10,17,16,12005.84725
2023,10,17,17,12006.58817
2023,10,17,18,12053.26605
2023,10,17,19,12094.01658
2023,10,17,20,12330.36966
2023,10,17,21,13003.86479
2023,10,17,22,13938.90424
2023,10,17,23,13752.19272
2023,10,17,24,13653.65053
2023,10,18,1,13177.9807
2023,10,18,2,12317.03312
2023,10,18,3,11490.90873
2023,10,18,4,10967.8201
2023,10,18,5,10677.37995
2023,10,18,6,10386.19889
2023,10,18,7,10361.74857
2023,10,18,8,10681.82546
2023,10,18,9,11181.20469
2023,10,18,10,12238.49573
2023,10,18,11,13098.70239
2023,10,18,12,13987.06396
2023,10,18,13,14240.45817
2023,10,18,14,13779.60671
2023,10,18,15,13758.86099
2023,10,18,16,13595.85886
2023,10,18,17,13644.01858
2023,10,18,18,13675.87809
2023,10,18,19,13640.31399
2023,10,18,20,13792.94325
2023,10,18,21,14136.72954
2023,10,18,22,14690.19584
2023,10,18,23,14647.96347
2023,10,18,24,14164.14354
2023,10,19,1,13803.31611
2023,10,19,2,12900.87709
2023,10,19,3,11953.98294
2023,10,19,4,11224.9189
2023,10,19,5,10991.5295
2023,10,19,6,10793.70419
2023,10,19,7,10681.08454
2023,10,19,8,10849.2731
2023,10,19,9,11376.80724
2023,10,19,10,12543.75426
2023,10,19,11,13400.99724
2023,10,19,12,13995.21407
2023,10,19,13,14081.90156
2023,10,19,14,13769.97477
2023,10,19,15,13454.34339
2023,10,19,16,13369.87865
2023,10,19,17,13449.89787
2023,10,19,18,13512.87597
2023,10,19,19,13346.91017
2023,10,19,20,13681.06452
2023,10,19,21,14105.61096
2023,10,19,22,14750.95118
2023,10,19,23,14745.76475
2023,10,19,24,14149.32516
2023,10,20,1,13746.26537
2023,10,20,2,13104.62974
2023,10,20,3,12224.41828
2023,10,20,4,11617.60583
2023,10,20,5,11330.87028
2023,10,20,6,10956.70632
2023,10,20,7,10971.52469
2023,10,20,8,11182.68653
2023,10,20,9,11634.64696
2023,10,20,10,12854.19921
2023,10,20,11,13426.18847
2023,10,20,12,14202.67131
2023,10,20,13,13932.97689
2023,10,20,14,13629.94113
2023,10,20,15,13278.00473
2023,10,20,16,13327.64628
2023,10,20,17,13377.28784
2023,10,20,18,13320.23709
2023,10,20,19,13360.24671
2023,10,20,20,13455.82522
2023,10,20,21,14135.98863
2023,10,20,22,14863.57083
2023,10,20,23,14624.99499
2023,10,20,24,14294.54524
2023,10,21,1,13837.39837
2023,10,21,2,12919.40006
2023,10,21,3,11961.39213
2023,10,21,4,11395.33021
2023,10,21,5,11053.02575
2023,10,21,6,10786.29501
2023,10,21,7,10648.48412
2023,10,21,8,10737.39437
2023,10,21,9,11449.41728
2023,10,21,10,12438.54379
2023,10,21,11,13206.13561
2023,10,21,12,13729.96516
2023,10,21,13,13579.55865
2023,10,21,14,13326.90536
2023,10,21,15,13084.62493
2023,10,21,16,12945.33221
2023,10,21,17,12864.57207
2023,10,21,18,12930.51384
2023,10,21,19,13031.27879
2023,10,21,20,13309.12331
2023,10,21,21,13743.30169
2023,10,21,22,14467.1793
2023,10,21,23,14400.49662
2023,10,21,24,14266.39032
2023,10,22,1,13506.94862
2023,10,22,2,12683.04698
2023,10,22,3,11876.18647
2023,10,22,4,11178.98194
2023,10,22,5,10752.95366
2023,10,22,6,10588.4697
2023,10,22,7,10541.79182
2023,10,22,8,10692.93924
2023,10,22,9,11261.96484
2023,10,22,10,12175.51764
2023,10,22,11,12843.82634
2023,10,22,12,13403.21999
2023,10,22,13,13224.65858
2023,10,22,14,12934.21843
2023,10,22,15,12500.04005
2023,10,22,16,12451.13941
2023,10,22,17,12585.98662
2023,10,22,18,12427.43001
2023,10,22,19,12621.55072
2023,10,22,20,12851.23553
2023,10,22,21,13435.0795
2023,10,22,22,14056.71032
2023,10,22,23,13938.90424
2023,10,22,24,13702.55116
2023,10,23,1,13294.30494
2023,10,23,2,12277.76443
2023,10,23,3,11662.06096
2023,10,23,4,11112.29925
2023,10,23,5,10649.96596
2023,10,23,6,10470.66362
2023,10,23,7,10486.96384
2023,10,23,8,10553.64652
2023,10,23,9,10963.37458
2023,10,23,10,11562.77784
2023,10,23,11,12248.12768
2023,10,23,12,13060.91554
2023,10,23,13,13078.69759
2023,10,23,14,13196.50366
2023,10,23,15,12776.40274
2023,10,23,16,12823.08062
2023,10,23,17,12852.71737
2023,10,23,18,12708.23822
2023,10,23,19,12775.66182
2023,10,23,20,12961.63242
2023,10,23,21,13634.38664
2023,10,23,22,14264.90849
2023,10,23,23,13901.11739
2023,10,23,24,13540.28996
2023,10,24,1,13140.93476
2023,10,24,2,12374.82478
2023,10,24,3,11824.32216
2023,10,24,4,11068.58505
2023,10,24,5,10626.99748
2023,10,24,6,10436.58136
2023,10,24,7,10473.6273
2023,10,24,8,10533.64172
2023,10,24,9,10691.45741
2023,10,24,10,11052.28483
2023,10,24,11,11298.26985
2023,10,24,12,12025.11114
2023,10,24,13,12348.89263
2023,10,24,14,12269.61432
2023,10,24,15,12317.77404
2023,10,24,16,12408.16613
2023,10,24,17,12606.73235
2023,10,24,18,12740.09772
2023,10,24,19,12833.45348
2023,10,24,20,13007.56939
2023,10,24,21,13778.12487
2023,10,24,22,14230.82622
2023,10,24,23,13994.47315
2023,10,24,24,13846.2894
2023,10,25,1,13219.47215
2023,10,25,2,12415.57531
2023,10,25,3,11780.60795
2023,10,25,4,11155.27254
2023,10,25,5,10801.11338
2023,10,25,6,10684.78914
2023,10,25,7,10624.0338
2023,10,25,8,10824.82278
2023,10,25,9,11298.26985
2023,10,25,10,12277.02351
2023,10,25,11,13276.52289
2023,10,25,12,14031.51908
2023,10,25,13,14135.24771
2023,10,25,14,13686.25095
2023,10,25,15,13528.43526
2023,10,25,16,13349.13292
2023,10,25,17,13347.65109
2023,10,25,18,13175.01702
2023,10,25,19,13196.50366
2023,10,25,20,13513.61688
2023,10,25,21,14266.39032
2023,10,25,22,14958.40843
2023,10,25,23,14822.07938
2023,10,25,24,14510.89351
2023,10,26,1,13792.20233
2023,10,26,2,12948.29589
2023,10,26,3,12238.49573
2023,10,26,4,11471.64484
2023,10,26,5,11154.53162
2023,10,26,6,11058.9531
2023,10,26,7,10947.81529
2023,10,26,8,11179.72286
2023,10,26,9,11711.70251
2023,10,26,10,12659.33758
2023,10,26,11,13600.30438
2023,10,26,12,14207.85774
2023,10,26,13,14106.35188
2023,10,26,14,13749.96996
2023,10,26,15,13312.08699
2023,10,26,16,13126.8573
2023,10,26,17,13143.89843
2023,10,26,18,13320.23709
2023,10,26,19,13326.16444
2023,10,26,20,13620.30918
2023,10,26,21,14290.09972
2023,10,26,22,14954.70383
2023,10,26,23,14819.1157
2023,10,26,24,14505.70708
2023,10,27,1,13664.02339
2023,10,27,2,13101.66607
2023,10,27,3,12212.56358
2023,10,27,4,11607.23297
2023,10,27,5,11323.46109
2023,10,27,6,11111.55833
2023,10,27,7,11088.58985
2023,10,27,8,11246.40554
2023,10,27,9,11762.08499
2023,10,27,10,12820.85786
2023,10,27,11,13640.31399
2023,10,27,12,14364.93252
2023,10,27,13,14392.34651
2023,10,27,14,14115.2429
2023,10,27,15,13744.04261
2023,10,27,16,13666.24615
2023,10,27,17,13612.9
2023,10,27,18,13666.98706
2023,10,27,19,13672.1735
2023,10,27,20,13778.86579
2023,10,27,21,14398.27386
2023,10,27,22,15024.35019
2023,10,27,23,14905.8032
2023,10,27,24,14535.34383
2023,10,28,1,13850.73491
2023,10,28,2,13017.94225
2023,10,28,3,12242.20033
2023,10,28,4,11613.90124
2023,10,28,5,11269.37402
2023,10,28,6,11173.05459
2023,10,28,7,11069.32596
2023,10,28,8,11227.14166
2023,10,28,9,11868.77728
2023,10,28,10,12661.56033
2023,10,28,11,13602.52713
2023,10,28,12,14258.98114
2023,10,28,13,14476.07033
2023,10,28,14,14101.90636
2023,10,28,15,13702.55116
2023,10,28,16,13615.86367
2023,10,28,17,13621.79102
2023,10,28,18,13576.59498
2023,10,28,19,13528.43526
2023,10,28,20,13739.5971
2023,10,28,21,14418.27867
2023,10,28,22,14870.98002
2023,10,28,23,14615.36305
2023,10,28,24,14154.51159
2023,10,29,1,13790.72049
2023,10,29,2,12824.56246
2023,10,29,3,12212.56358
2023,10,29,4,11551.66406
2023,10,29,5,11216.76879
2023,10,29,6,11012.27522
2023,10,29,7,11041.91197
2023,10,29,8,11163.42264
2023,10,29,9,11633.90604
2023,10,29,10,12505.9674
2023,10,29,11,13302.45504
2023,10,29,12,14064.11951
2023,10,29,13,14181.92559
2023,10,29,14,13893.7082
2023,10,29,15,13501.76219
2023,10,29,16,13246.14522
2023,10,29,17,13303.19596
2023,10,29,18,13172.79426
2023,10,29,19,13157.97589
2023,10,29,20,13286.15483
2023,10,29,21,14181.92559
2023,10,29,22,14640.55429
2023,10,29,23,14298.99075
2023,10,29,24,13917.4176
2023,10,30,1,13678.10085
2023,10,30,2,12958.66875
2023,10,30,3,12279.98718
2023,10,30,4,11595.37827
2023,10,30,5,11184.16837
2023,10,30,6,10901.87833
2023,10,30,7,10923.36497
2023,10,30,8,10976.71112
2023,10,30,9,11240.47819
2023,10,30,10,11623.53318
2023,10,30,11,11913.23241
2023,10,30,12,12949.77772
2023,10,30,13,13026.09235
2023,10,30,14,12897.91341
2023,10,30,15,12678.60147
2023,10,30,16,12620.8098
2023,10,30,17,12509.67199
2023,10,30,18,12556.34987
2023,10,30,19,12749.72966
2023,10,30,20,13214.28571
2023,10,30,21,13897.41279
2023,10,30,22,14445.69266
2023,10,30,23,14027.81449
2023,10,30,24,13812.20714
2023,10,31,1,13402.47907
2023,10,31,2,12575.61376
2023,10,31,3,11891.00485
2023,10,31,4,11427.18972
2023,10,31,5,10842.60483
2023,10,31,6,10804.07706
2023,10,31,7,10620.32921
2023,10,31,8,11001.16144
2023,10,31,9,11099.70363
2023,10,31,10,11476.83127
2023,10,31,11,11750.23029
2023,10,31,12,11927.30986
2023,10,31,13,12082.9028
2023,10,31,14,12100.68485
2023,10,31,15,11933.23721
2023,10,31,16,11906.56414
2023,10,31,17,11830.99043
2023,10,31,18,12070.30718
2023,10,31,19,12677.11963
2023,10,31,20,13509.91229
2023,10,31,21,14153.77068
2023,10,31,22,14073.01053
2023,10,31,23,13747.74721
2023,10,31,24,13492.87116
2023,11,1,1,12860.12656
2023,11,1,2,12104.38944
2023,11,1,3,11544.25488
2023,11,1,4,11105.63098
2023,11,1,5,10797.40879
2023,11,1,6,10729.24426
2023,11,1,7,10792.22236
2023,11,1,8,10907.06476
2023,11,1,9,11647.9835
2023,11,1,10,12766.02988
2023,11,1,11,13400.99724
2023,11,1,12,14118.94749
2023,11,1,13,14215.26693
2023,11,1,14,14071.5287
2023,11,1,15,13903.34014
2023,11,1,16,13678.84176
2023,11,1,17,13797.38876
2023,11,1,18,13893.7082
2023,11,1,19,14006.32785
2023,11,1,20,14511.63443
2023,11,1,21,15099.92391
2023,11,1,22,14882.83472
2023,11,1,23,14391.60559
2023,11,1,24,14173.03456
2023,11,2,1,13555.10833
2023,11,2,2,12728.24302
2023,11,2,3,12101.42577
2023,11,2,4,11399.77572
2023,11,2,5,11113.04017
2023,11,2,6,11014.49798
2023,11,2,7,11030.05727
2023,11,2,8,11230.10533
2023,11,2,9,11856.92258
2023,11,2,10,12860.86748
2023,11,2,11,13645.50042
2023,11,2,12,14412.35132
2023,11,2,13,14638.33153
2023,11,2,14,14540.53026
2023,11,2,15,14362.70976
2023,11,2,16,14342.70495
2023,11,2,17,14348.6323
2023,11,2,18,14452.36093
2023,11,2,19,14618.32673
2023,11,2,20,14997.67712
2023,11,2,21,15069.54624
2023,11,2,22,14718.35075
2023,11,2,23,14248.60827
2023,11,2,24,14036.70551
2023,11,3,1,13421.00204
2023,11,3,2,12822.3397
2023,11,3,3,12073.27086
2023,11,3,4,11537.58661
2023,11,3,5,11130.82222
2023,11,3,6,11033.02095
2023,11,3,7,11093.77628
2023,11,3,8,11124.89487
2023,11,3,9,11799.87184
2023,11,3,10,12713.42465
2023,11,3,11,13680.3236
2023,11,3,12,14258.98114
2023,11,3,13,14254.53562
2023,11,3,14,13904.82198
2023,11,3,15,13679.58268
2023,11,3,16,13613.64091
2023,11,3,17,13589.93152
2023,11,3,18,13727.00148
2023,11,3,19,13925.5677
2023,11,3,20,14483.47951
2023,11,3,21,15033.24122
2023,11,3,22,14636.84969
2023,11,3,23,14302.69534
2023,11,3,24,14098.94269
2023,11,4,1,13411.3701
2023,11,4,2,12751.95242
2023,11,4,3,12161.44019
2023,11,4,4,11458.3083
2023,11,4,5,11246.40554
2023,11,4,6,11018.20257
2023,11,4,7,11064.13953
2023,11,4,8,11086.3671
2023,11,4,9,11860.62718
2023,11,4,10,12753.43426
2023,11,4,11,13295.04586
2023,11,4,12,13910.00841
2023,11,4,13,14012.99612
2023,11,4,14,13975.20926
2023,11,4,15,13781.08855
2023,11,4,16,13632.9048
2023,11,4,17,13838.88021
2023,11,4,18,13903.34014
2023,11,4,19,14235.27174
2023,11,4,20,14590.91273
2023,11,4,21,14956.92659
2023,11,4,22,14639.81337
2023,11,4,23,14175.25732
2023,11,4,24,13952.24078
2023,11,5,1,13413.59286
2023,11,5,2,12590.43214
2023,11,5,3,11953.24202
2023,11,5,4,11406.44399
2023,11,5,5,11107.85374
2023,11,5,6,10846.30942
2023,11,5,7,10862.60964
2023,11,5,8,11224.9189
2023,11,5,9,11910.26873
2023,11,5,10,12621.55072
2023,11,5,11,13421.00204
2023,11,5,12,13937.4224
2023,11,5,13,13970.76375
2023,11,5,14,13978.91385
2023,11,5,15,13675.13717
2023,11,5,16,13545.47639
2023,11,5,17,13625.49561
2023,11,5,18,13612.15908
2023,11,5,19,13762.56558
2023,11,5,20,14376.0463
2023,11,5,21,14705.01422
2023,11,5,22,14304.9181
2023,11,5,23,14141.91598
2023,11,5,24,13594.37703
2023,11,6,1,13298.75045
2023,11,6,2,12421.50266
2023,11,6,3,11949.53743
2023,11,6,4,11384.95735
2023,11,6,5,11043.39381
2023,11,6,6,10860.38688
2023,11,6,7,10730.7261
2023,11,6,8,10899.65557
2023,11,6,9,11281.22872
2023,11,6,10,11531.65926
2023,11,6,11,12013.99736
2023,11,6,12,12433.35736
2023,11,6,13,12963.85518
2023,11,6,14,12824.56246
2023,11,6,15,12872.72218
2023,11,6,16,12720.83383
2023,11,6,17,12613.40062
2023,11,6,18,12995.71469
2023,11,6,19,13227.62225
2023,11,6,20,14084.86523
2023,11,6,21,14447.91542
2023,11,6,22,14133.76587
2023,11,6,23,13780.34763
2023,11,6,24,13386.91978
2023,11,7,1,12843.82634
2023,11,7,2,12366.67468
2023,11,7,3,11829.50859
2023,11,7,4,11307.16088
2023,11,7,5,10959.66999
2023,11,7,6,10727.02151
2023,11,7,7,10797.40879
2023,11,7,8,10818.89543
2023,11,7,9,11115.26293
2023,11,7,10,11335.31579
2023,11,7,11,11632.42421
2023,11,7,12,12097.72117
2023,11,7,13,12450.39849
2023,11,7,14,12449.65758
2023,11,7,15,12421.50266
2023,11,7,16,12352.59722
2023,11,7,17,12568.94549
2023,11,7,18,12682.30606
2023,11,7,19,13127.59822
2023,11,7,20,13880.37166
2023,11,7,21,14261.20389
2023,11,7,22,13981.13661
2023,11,7,23,13912.97209
2023,11,7,24,13664.02339
2023,11,8,1,13020.90592
2023,11,8,2,12445.95298
2023,11,8,3,11637.61064
2023,11,8,4,11233.06901
2023,11,8,5,10978.93388
2023,11,8,6,10889.28271
2023,11,8,7,10830.00921
2023,11,8,8,10977.45204
2023,11,8,9,11605.01021
2023,11,8,10,12531.15864
2023,11,8,11,13463.97533
2023,11,8,12,14182.66651
2023,11,8,13,14391.60559
2023,11,8,14,14278.24502
2023,11,8,15,14207.11682
2023,11,8,16,14263.42665
2023,11,8,17,14370.11895
2023,11,8,18,14333.81393
2023,11,8,19,14387.901
2023,11,8,20,14892.46666
2023,11,8,21,15045.09592
2023,11,8,22,14796.14722
2023,11,8,23,14550.90312
2023,11,8,24,14310.84545
2023,11,9,1,13603.26805
2023,11,9,2,12811.22592
2023,11,9,3,12284.4327
2023,11,9,4,11591.67368
2023,11,9,5,11313.08823
2023,11,9,6,11027.0936
2023,11,9,7,11078.95791
2023,11,9,8,11419.03961
2023,11,9,9,12016.22011
2023,11,9,10,12817.15327
2023,11,9,11,13617.34551
2023,11,9,12,14424.94693
2023,11,9,13,14573.8716
2023,11,9,14,14271.57676
2023,11,9,15,14379.00997
2023,11,9,16,14307.14085
2023,11,9,17,14440.50623
2023,11,9,18,14349.37322
2023,11,9,19,14547.93944
2023,11,9,20,15150.30638
2023,11,9,21,15514.09748
2023,11,9,22,15141.41536
2023,11,9,23,14970.26313
2023,11,9,24,14616.10397
2023,11,10,1,13987.80488
2023,11,10,2,13180.94437
2023,11,10,3,12528.93588
2023,11,10,4,11873.2228
2023,11,10,5,11590.19184
2023,11,10,6,11511.65445
2023,11,10,7,11559.81417
2023,11,10,8,11815.43113
2023,11,10,9,12511.15383
2023,11,10,10,13426.92939
2023,11,10,11,13826.28459
2023,11,10,12,14475.32941
2023,11,10,13,14436.80163
2023,11,10,14,13884.07625
2023,11,10,15,13592.89519
2023,11,10,16,13835.17562
2023,11,10,17,13993.73223
2023,11,10,18,14057.45124
2023,11,10,19,14787.2562
2023,11,10,20,15399.25508
2023,11,10,21,15840.10173
2023,11,10,22,15578.55741
2023,11,10,23,15092.51472
2023,11,10,24,14747.24659
2023,11,11,1,14267.13124
2023,11,11,2,13465.45717
2023,11,11,3,12774.17998
2023,11,11,4,12188.11326
2023,11,11,5,11978.43326
